Order ID,Product Category,Product, Sales ,Quantity,Discount, Profit , Shipping Cost 
HF-2015-4937,Home & Furniture,Dinning Tables, $119.0 ,1,0.01, $37.8 , $3.8 
HF-2015-4938,Home & Furniture,Shoe Rack, $124.0 ,2,0.05, $31.6 , $3.2 
HF-2015-4939,Home & Furniture,Umbrellas, $70.0 ,5,0.01, $14.0 , $1.4 
HF-2015-4940,Home & Furniture,Dinner Crockery, $133.0 ,4,0.04, $31.7 , $3.2 
HF-2015-4941,Home & Furniture,Sofa Covers, $216.0 ,1,0.05, $125.2 , $12.5 
HF-2015-4942,Home & Furniture,Bed Sheets, $211.0 ,2,0.03, $118.3 , $11.8 
HF-2015-4943,Home & Furniture,Curtains, $34.0 ,4,0.03, $8.5 , $0.9 
HF-2015-4944,Home & Furniture,Towels, $228.0 ,1,0.01, $145.7 , $14.6 
HF-2015-4945,Home & Furniture,Sofas, $67.0 ,4,0.05, $16.8 , $1.7 
HF-2015-4946,Home & Furniture,Beds, $78.0 ,1,0.04, $78.0 , $7.8 
HF-2015-4947,Home & Furniture,Dinning Tables, $119.0 ,2,0.03, $31.9 , $3.2 
HF-2015-4948,Home & Furniture,Shoe Rack, $124.0 ,5,0.02, $31.6 , $3.2 
HF-2015-4949,Home & Furniture,Umbrellas, $70.0 ,5,0.02, $14.0 , $1.4 
HF-2015-4950,Home & Furniture,Dinner Crockery, $133.0 ,4,0.05, $26.4 , $2.6 
HF-2015-4951,Home & Furniture,Sofa Covers, $216.0 ,4,0.04, $101.4 , $10.1 
HF-2015-4952,Home & Furniture,Bed Sheets, $211.0 ,1,0.04, $122.6 , $12.3 
HF-2015-4953,Home & Furniture,Curtains, $34.0 ,1,0.05, $34.0 , $3.4 
HF-2015-4954,Home & Furniture,Towels, $228.0 ,4,0.04, $111.5 , $11.2 
HF-2015-4955,Home & Furniture,Sofas, $67.0 ,5,0.04, $13.4 , $1.3 
HF-2015-4956,Home & Furniture,Beds, $78.0 ,4,0.01, $19.5 , $2.0 
HF-2015-4957,Home & Furniture,Dinning Tables, $119.0 ,4,0.01, $34.2 , $3.4 
HF-2015-4958,Home & Furniture,Shoe Rack, $124.0 ,3,0.05, $25.4 , $2.5 
HF-2015-4959,Home & Furniture,Umbrellas, $70.0 ,3,0.04, $23.3 , $2.3 
HF-2015-4960,Home & Furniture,Dinner Crockery, $133.0 ,2,0.03, $45.0 , $4.5 
HF-2015-4961,Home & Furniture,Sofa Covers, $216.0 ,5,0.03, $103.6 , $10.4 
HF-2015-4962,Home & Furniture,Bed Sheets, $211.0 ,3,0.04, $105.7 , $10.6 
HF-2015-4963,Home & Furniture,Curtains, $34.0 ,3,0.04, $11.3 , $1.1 
HF-2015-4964,Home & Furniture,Towels, $228.0 ,5,0.04, $102.4 , $10.2 
HF-2015-4965,Home & Furniture,Sofas, $67.0 ,5,0.02, $13.4 , $1.3 
HF-2015-4966,Home & Furniture,Beds, $78.0 ,2,0.01, $39.0 , $3.9 
HF-2015-4967,Home & Furniture,Dinning Tables, $119.0 ,2,0.05, $27.1 , $2.7 
HF-2015-4968,Home & Furniture,Shoe Rack, $124.0 ,5,0.05, $13.0 , $1.3 
HF-2015-4969,Home & Furniture,Umbrellas, $70.0 ,2,0.01, $35.0 , $3.5 
HF-2015-4970,Home & Furniture,Dinner Crockery, $133.0 ,3,0.02, $45.0 , $4.5 
HF-2015-4971,Home & Furniture,Sofa Covers, $216.0 ,5,0.04, $92.8 , $9.3 
HF-2015-4972,Home & Furniture,Bed Sheets, $211.0 ,5,0.01, $120.5 , $12.0 
HF-2015-4973,Home & Furniture,Curtains, $34.0 ,5,0.03, $6.8 , $0.7 
HF-2015-4974,Home & Furniture,Towels, $228.0 ,4,0.01, $138.9 , $13.9 
HF-2015-4975,Home & Furniture,Sofas, $67.0 ,2,0.05, $33.5 , $3.4 
HF-2015-4976,Home & Furniture,Beds, $78.0 ,4,0.02, $19.5 , $2.0 
HF-2015-4977,Home & Furniture,Dinning Tables, $119.0 ,1,0.05, $33.1 , $3.3 
HF-2015-4978,Home & Furniture,Shoe Rack, $124.0 ,4,0.04, $24.2 , $2.4 
HF-2015-4979,Home & Furniture,Umbrellas, $70.0 ,1,0.02, $70.0 , $7.0 
HF-2015-4980,Home & Furniture,Dinner Crockery, $133.0 ,3,0.01, $49.0 , $4.9 
HF-2015-4981,Home & Furniture,Sofa Covers, $216.0 ,3,0.03, $116.6 , $11.7 
HF-2015-4982,Home & Furniture,Bed Sheets, $211.0 ,1,0.02, $126.8 , $12.7 
HF-2015-4983,Home & Furniture,Curtains, $34.0 ,5,0.01, $6.8 , $0.7 
HF-2015-4984,Home & Furniture,Towels, $228.0 ,1,0.01, $145.7 , $14.6 
HF-2015-4985,Home & Furniture,Sofas, $67.0 ,5,0.05, $13.4 , $1.3 
HF-2015-4986,Home & Furniture,Beds, $78.0 ,2,0.03, $39.0 , $3.9 
HF-2015-4987,Home & Furniture,Dinning Tables, $119.0 ,5,0.05, $9.3 , $0.9 
HF-2015-4988,Home & Furniture,Shoe Rack, $124.0 ,4,0.02, $34.1 , $3.4 
HF-2015-4989,Home & Furniture,Umbrellas, $70.0 ,1,0.03, $70.0 , $7.0 
HF-2015-4990,Home & Furniture,Dinner Crockery, $133.0 ,2,0.04, $42.4 , $4.2 
HF-2015-4991,Home & Furniture,Sofa Covers, $216.0 ,3,0.02, $123.0 , $12.3 
HF-2015-4992,Home & Furniture,Bed Sheets, $211.0 ,1,0.02, $126.8 , $12.7 
HF-2015-4993,Home & Furniture,Curtains, $34.0 ,4,0.04, $8.5 , $0.9 
HF-2015-4994,Home & Furniture,Towels, $228.0 ,4,0.04, $111.5 , $11.2 
HF-2015-4995,Home & Furniture,Sofas, $67.0 ,3,0.05, $22.3 , $2.2 
HF-2015-4996,Home & Furniture,Beds, $78.0 ,1,0.03, $78.0 , $7.8 
HF-2015-4997,Home & Furniture,Dinning Tables, $119.0 ,2,0.01, $36.6 , $3.7 
HF-2015-4998,Home & Furniture,Shoe Rack, $124.0 ,5,0.03, $25.4 , $2.5 
HF-2015-4999,Home & Furniture,Umbrellas, $70.0 ,3,0.01, $23.3 , $2.3 
HF-2015-5000,Home & Furniture,Dinner Crockery, $133.0 ,5,0.03, $33.1 , $3.3 
HF-2015-5001,Home & Furniture,Sofa Covers, $216.0 ,5,0.04, $92.8 , $9.3 
HF-2015-5002,Home & Furniture,Bed Sheets, $211.0 ,1,0.02, $126.8 , $12.7 
HF-2015-5003,Home & Furniture,Curtains, $34.0 ,4,0.03, $8.5 , $0.9 
HF-2015-5004,Home & Furniture,Towels, $228.0 ,4,0.02, $129.8 , $13.0 
HF-2015-5005,Home & Furniture,Sofas, $67.0 ,5,0.04, $13.4 , $1.3 
HF-2015-5006,Home & Furniture,Beds, $78.0 ,3,0.04, $26.0 , $2.6 
HF-2015-5007,Home & Furniture,Dinning Tables, $119.0 ,2,0.03, $31.9 , $3.2 
HF-2015-5008,Home & Furniture,Shoe Rack, $124.0 ,5,0.03, $25.4 , $2.5 
HF-2015-5009,Home & Furniture,Umbrellas, $70.0 ,2,0.01, $35.0 , $3.5 
HF-2015-5010,Home & Furniture,Dinner Crockery, $133.0 ,1,0.03, $49.0 , $4.9 
HF-2015-5011,Home & Furniture,Sofa Covers, $216.0 ,2,0.01, $131.7 , $13.2 
HF-2015-5012,Home & Furniture,Bed Sheets, $211.0 ,2,0.05, $109.9 , $11.0 
HF-2015-5013,Home & Furniture,Curtains, $34.0 ,1,0.01, $34.0 , $3.4 
HF-2015-5014,Home & Furniture,Towels, $228.0 ,3,0.02, $134.3 , $13.4 
HF-2015-5015,Home & Furniture,Sofas, $67.0 ,2,0.03, $33.5 , $3.4 
HF-2015-5016,Home & Furniture,Beds, $78.0 ,1,0.04, $78.0 , $7.8 
HF-2015-5017,Home & Furniture,Dinning Tables, $119.0 ,3,0.05, $21.2 , $2.1 
HF-2015-5018,Home & Furniture,Shoe Rack, $124.0 ,2,0.04, $34.1 , $3.4 
HF-2015-5019,Home & Furniture,Umbrellas, $70.0 ,4,0.02, $17.5 , $1.8 
HF-2015-5020,Home & Furniture,Dinner Crockery, $133.0 ,1,0.03, $49.0 , $4.9 
HF-2015-5021,Home & Furniture,Sofa Covers, $216.0 ,2,0.04, $118.7 , $11.9 
HF-2015-5022,Home & Furniture,Bed Sheets, $211.0 ,1,0.02, $126.8 , $12.7 
HF-2015-5023,Home & Furniture,Curtains, $34.0 ,4,0.05, $8.5 , $0.9 
HF-2015-5024,Home & Furniture,Towels, $228.0 ,2,0.04, $129.8 , $13.0 
HF-2015-5025,Home & Furniture,Sofas, $67.0 ,2,0.03, $33.5 , $3.4 
HF-2015-5026,Home & Furniture,Beds, $78.0 ,2,0.03, $39.0 , $3.9 
HF-2015-5027,Home & Furniture,Dinning Tables, $119.0 ,1,0.03, $35.4 , $3.5 
HF-2015-5028,Home & Furniture,Shoe Rack, $124.0 ,1,0.03, $40.3 , $4.0 
HF-2015-5029,Home & Furniture,Umbrellas, $70.0 ,3,0.01, $23.3 , $2.3 
HF-2015-5030,Home & Furniture,Dinner Crockery, $133.0 ,1,0.03, $49.0 , $4.9 
HF-2015-5031,Home & Furniture,Sofa Covers, $216.0 ,5,0.03, $103.6 , $10.4 
HF-2015-5032,Home & Furniture,Bed Sheets, $211.0 ,3,0.01, $124.7 , $12.5 
HF-2015-5033,Home & Furniture,Curtains, $34.0 ,5,0.02, $6.8 , $0.7 
HF-2015-5034,Home & Furniture,Towels, $228.0 ,5,0.04, $102.4 , $10.2 
HF-2015-5035,Home & Furniture,Sofas, $67.0 ,4,0.03, $16.8 , $1.7 
HF-2015-5036,Home & Furniture,Beds, $78.0 ,5,0.02, $15.6 , $1.6 
HF-2015-5037,Home & Furniture,Dinning Tables, $119.0 ,3,0.02, $31.9 , $3.2 
HF-2015-5038,Home & Furniture,Shoe Rack, $124.0 ,3,0.05, $25.4 , $2.5 
HF-2015-5039,Home & Furniture,Umbrellas, $70.0 ,2,0.05, $35.0 , $3.5 
HF-2015-5040,Home & Furniture,Dinner Crockery, $133.0 ,5,0.03, $33.1 , $3.3 
HF-2015-5041,Home & Furniture,Sofa Covers, $216.0 ,2,0.02, $127.4 , $12.7 
HF-2015-5042,Home & Furniture,Bed Sheets, $211.0 ,1,0.03, $124.7 , $12.5 
HF-2015-5043,Home & Furniture,Curtains, $34.0 ,1,0.01, $34.0 , $3.4 
HF-2015-5044,Home & Furniture,Towels, $228.0 ,4,0.03, $120.6 , $12.1 
HF-2015-5045,Home & Furniture,Sofas, $67.0 ,5,0.01, $13.4 , $1.3 
HF-2015-5046,Home & Furniture,Beds, $78.0 ,1,0.02, $78.0 , $7.8 
HF-2015-5047,Home & Furniture,Dinning Tables, $119.0 ,2,0.04, $29.5 , $2.9 
HF-2015-5048,Home & Furniture,Shoe Rack, $124.0 ,2,0.05, $31.6 , $3.2 
HF-2015-5049,Home & Furniture,Umbrellas, $70.0 ,1,0.02, $70.0 , $7.0 
HF-2015-5050,Home & Furniture,Dinner Crockery, $133.0 ,4,0.04, $31.7 , $3.2 
HF-2015-5051,Home & Furniture,Sofa Covers, $216.0 ,5,0.03, $103.6 , $10.4 
HF-2015-5052,Home & Furniture,Bed Sheets, $211.0 ,5,0.05, $78.3 , $7.8 
HF-2015-5053,Home & Furniture,Curtains, $34.0 ,5,0.04, $6.8 , $0.7 
HF-2015-5054,Home & Furniture,Towels, $228.0 ,5,0.05, $91.0 , $9.1 
HF-2015-5055,Home & Furniture,Sofas, $67.0 ,2,0.04, $33.5 , $3.4 
HF-2015-5056,Home & Furniture,Beds, $78.0 ,2,0.02, $39.0 , $3.9 
HF-2015-5057,Home & Furniture,Dinning Tables, $119.0 ,4,0.02, $29.5 , $2.9 
HF-2015-5058,Home & Furniture,Shoe Rack, $124.0 ,1,0.05, $37.8 , $3.8 
HF-2015-5059,Home & Furniture,Umbrellas, $70.0 ,4,0.04, $17.5 , $1.8 
HF-2015-5060,Home & Furniture,Dinner Crockery, $133.0 ,1,0.01, $51.7 , $5.2 
HF-2015-5061,Home & Furniture,Sofa Covers, $216.0 ,5,0.01, $125.2 , $12.5 
HF-2015-5062,Home & Furniture,Bed Sheets, $211.0 ,5,0.05, $78.3 , $7.8 
HF-2015-5063,Home & Furniture,Curtains, $34.0 ,4,0.05, $8.5 , $0.9 
HF-2015-5064,Home & Furniture,Towels, $228.0 ,2,0.05, $125.2 , $12.5 
HF-2015-5065,Home & Furniture,Sofas, $67.0 ,1,0.04, $67.0 , $6.7 
HF-2015-5066,Home & Furniture,Beds, $78.0 ,5,0.03, $15.6 , $1.6 
HF-2015-5067,Home & Furniture,Dinning Tables, $119.0 ,3,0.04, $24.7 , $2.5 
HF-2015-5068,Home & Furniture,Shoe Rack, $124.0 ,1,0.05, $37.8 , $3.8 
HF-2015-5069,Home & Furniture,Umbrellas, $70.0 ,2,0.02, $35.0 , $3.5 
HF-2015-5070,Home & Furniture,Dinner Crockery, $133.0 ,2,0.04, $42.4 , $4.2 
HF-2015-5071,Home & Furniture,Sofa Covers, $216.0 ,1,0.02, $131.7 , $13.2 
HF-2015-5072,Home & Furniture,Bed Sheets, $211.0 ,1,0.05, $120.5 , $12.0 
HF-2015-5073,Home & Furniture,Curtains, $34.0 ,1,0.01, $34.0 , $3.4 
HF-2015-5074,Home & Furniture,Towels, $228.0 ,1,0.02, $143.4 , $14.3 
HF-2015-5075,Home & Furniture,Sofas, $67.0 ,4,0.05, $16.8 , $1.7 
HF-2015-5076,Home & Furniture,Beds, $78.0 ,3,0.01, $26.0 , $2.6 
HF-2015-5077,Home & Furniture,Dinning Tables, $119.0 ,1,0.03, $35.4 , $3.5 
HF-2015-5078,Home & Furniture,Shoe Rack, $124.0 ,5,0.03, $25.4 , $2.5 
HF-2015-5079,Home & Furniture,Umbrellas, $70.0 ,5,0.03, $14.0 , $1.4 
HF-2015-5080,Home & Furniture,Dinner Crockery, $133.0 ,3,0.04, $37.0 , $3.7 
HF-2015-5081,Home & Furniture,Sofa Covers, $216.0 ,1,0.05, $125.2 , $12.5 
HF-2015-5082,Home & Furniture,Bed Sheets, $211.0 ,4,0.01, $122.6 , $12.3 
HF-2015-5083,Home & Furniture,Curtains, $34.0 ,5,0.05, $6.8 , $0.7 
HF-2015-5084,Home & Furniture,Towels, $228.0 ,3,0.04, $120.6 , $12.1 
HF-2015-5085,Home & Furniture,Sofas, $67.0 ,3,0.03, $22.3 , $2.2 
HF-2015-5086,Home & Furniture,Beds, $78.0 ,4,0.02, $19.5 , $2.0 
HF-2015-5087,Home & Furniture,Dinning Tables, $119.0 ,2,0.05, $27.1 , $2.7 
HF-2015-5088,Home & Furniture,Shoe Rack, $124.0 ,4,0.03, $29.1 , $2.9 
HF-2015-5089,Home & Furniture,Umbrellas, $70.0 ,3,0.02, $23.3 , $2.3 
HF-2015-5090,Home & Furniture,Dinner Crockery, $133.0 ,2,0.01, $50.3 , $5.0 
HF-2015-5091,Home & Furniture,Sofa Covers, $216.0 ,5,0.04, $92.8 , $9.3 
HF-2015-5092,Home & Furniture,Bed Sheets, $211.0 ,1,0.05, $120.5 , $12.0 
HF-2015-5093,Home & Furniture,Curtains, $34.0 ,1,0.02, $34.0 , $3.4 
HF-2015-5094,Home & Furniture,Towels, $228.0 ,5,0.01, $136.6 , $13.7 
HF-2015-5095,Home & Furniture,Sofas, $67.0 ,4,0.04, $16.8 , $1.7 
HF-2015-5096,Home & Furniture,Beds, $78.0 ,4,0.03, $19.5 , $2.0 
HF-2015-5097,Home & Furniture,Dinning Tables, $119.0 ,5,0.03, $21.2 , $2.1 
HF-2015-5098,Home & Furniture,Shoe Rack, $124.0 ,3,0.05, $25.4 , $2.5 
HF-2015-5099,Home & Furniture,Umbrellas, $70.0 ,3,0.04, $23.3 , $2.3 
HF-2015-5100,Home & Furniture,Dinner Crockery, $133.0 ,1,0.01, $51.7 , $5.2 
HF-2015-5101,Home & Furniture,Sofa Covers, $216.0 ,2,0.01, $131.7 , $13.2 
HF-2015-5102,Home & Furniture,Bed Sheets, $211.0 ,1,0.01, $128.9 , $12.9 
HF-2015-5103,Home & Furniture,Curtains, $34.0 ,1,0.01, $34.0 , $3.4 
HF-2015-5104,Home & Furniture,Towels, $228.0 ,4,0.01, $138.9 , $13.9 
HF-2015-5105,Home & Furniture,Sofas, $67.0 ,1,0.05, $67.0 , $6.7 
HF-2015-5106,Home & Furniture,Beds, $78.0 ,5,0.04, $15.6 , $1.6 
HF-2015-5107,Home & Furniture,Dinning Tables, $119.0 ,4,0.03, $24.7 , $2.5 
HF-2015-5108,Home & Furniture,Shoe Rack, $124.0 ,1,0.02, $41.5 , $4.2 
HF-2015-5109,Home & Furniture,Umbrellas, $70.0 ,4,0.03, $17.5 , $1.8 
HF-2015-5110,Home & Furniture,Dinner Crockery, $133.0 ,1,0.05, $46.4 , $4.6 
HF-2015-5111,Home & Furniture,Sofa Covers, $216.0 ,2,0.01, $131.7 , $13.2 
HF-2015-5112,Home & Furniture,Bed Sheets, $211.0 ,4,0.04, $97.2 , $9.7 
HF-2015-5113,Home & Furniture,Curtains, $34.0 ,2,0.05, $17.0 , $1.7 
HF-2015-5114,Home & Furniture,Towels, $228.0 ,5,0.02, $125.2 , $12.5 
HF-2015-5115,Home & Furniture,Sofas, $67.0 ,4,0.04, $16.8 , $1.7 
HF-2015-5116,Home & Furniture,Beds, $78.0 ,4,0.03, $19.5 , $2.0 
HF-2015-5117,Home & Furniture,Dinning Tables, $119.0 ,3,0.02, $31.9 , $3.2 
HF-2015-5118,Home & Furniture,Shoe Rack, $124.0 ,5,0.03, $25.4 , $2.5 
HF-2015-5119,Home & Furniture,Umbrellas, $70.0 ,3,0.02, $23.3 , $2.3 
HF-2015-5120,Home & Furniture,Dinner Crockery, $133.0 ,2,0.01, $50.3 , $5.0 
HF-2015-5121,Home & Furniture,Bed Sheets, $211.0 ,3,0.01, $124.7 , $12.5 
HF-2015-5122,Home & Furniture,Curtains, $34.0 ,5,0.03, $6.8 , $0.7 
HF-2015-5123,Home & Furniture,Towels, $228.0 ,3,0.03, $127.5 , $12.7 
HF-2015-5124,Home & Furniture,Sofas, $67.0 ,5,0.04, $13.4 , $1.3 
HF-2015-5125,Home & Furniture,Beds, $78.0 ,2,0.05, $39.0 , $3.9 
HF-2015-5126,Home & Furniture,Dinning Tables, $119.0 ,5,0.01, $33.1 , $3.3 
HF-2015-5127,Home & Furniture,Shoe Rack, $124.0 ,1,0.01, $42.8 , $4.3 
HF-2015-5128,Home & Furniture,Umbrellas, $70.0 ,1,0.03, $70.0 , $7.0 
HF-2015-5129,Home & Furniture,Dinner Crockery, $133.0 ,4,0.01, $47.7 , $4.8 
HF-2015-5130,Home & Furniture,Sofa Covers, $216.0 ,5,0.05, $82.0 , $8.2 
HF-2015-5131,Home & Furniture,Bed Sheets, $211.0 ,1,0.03, $124.7 , $12.5 
HF-2015-5132,Home & Furniture,Curtains, $34.0 ,2,0.05, $17.0 , $1.7 
HF-2015-5133,Home & Furniture,Towels, $228.0 ,5,0.05, $91.0 , $9.1 
HF-2015-5134,Home & Furniture,Sofas, $67.0 ,5,0.01, $13.4 , $1.3 
HF-2015-5135,Home & Furniture,Beds, $78.0 ,2,0.04, $39.0 , $3.9 
HF-2015-5136,Home & Furniture,Dinning Tables, $119.0 ,2,0.01, $36.6 , $3.7 
HF-2015-5137,Home & Furniture,Shoe Rack, $124.0 ,5,0.02, $31.6 , $3.2 
HF-2015-5138,Home & Furniture,Umbrellas, $70.0 ,1,0.02, $70.0 , $7.0 
HF-2015-5139,Home & Furniture,Dinner Crockery, $133.0 ,2,0.01, $50.3 , $5.0 
HF-2015-5140,Home & Furniture,Sofa Covers, $216.0 ,1,0.01, $133.8 , $13.4 
HF-2015-5141,Home & Furniture,Bed Sheets, $211.0 ,2,0.03, $118.3 , $11.8 
HF-2015-5142,Home & Furniture,Curtains, $34.0 ,2,0.02, $17.0 , $1.7 
HF-2015-5143,Home & Furniture,Towels, $228.0 ,1,0.03, $141.2 , $14.1 
HF-2015-5144,Home & Furniture,Sofas, $67.0 ,1,0.02, $67.0 , $6.7 
HF-2015-5145,Home & Furniture,Beds, $78.0 ,5,0.01, $15.6 , $1.6 
HF-2015-5146,Home & Furniture,Dinning Tables, $119.0 ,3,0.02, $31.9 , $3.2 
HF-2015-5147,Home & Furniture,Shoe Rack, $124.0 ,1,0.04, $39.0 , $3.9 
HF-2015-5148,Home & Furniture,Umbrellas, $70.0 ,1,0.04, $70.0 , $7.0 
HF-2015-5149,Home & Furniture,Dinner Crockery, $133.0 ,4,0.04, $31.7 , $3.2 
HF-2015-5150,Home & Furniture,Sofa Covers, $216.0 ,4,0.04, $101.4 , $10.1 
HF-2015-5151,Home & Furniture,Bed Sheets, $211.0 ,4,0.05, $88.8 , $8.9 
HF-2015-5152,Home & Furniture,Curtains, $34.0 ,2,0.02, $17.0 , $1.7 
HF-2015-5153,Home & Furniture,Towels, $228.0 ,4,0.01, $138.9 , $13.9 
HF-2015-5154,Home & Furniture,Sofas, $67.0 ,1,0.04, $67.0 , $6.7 
HF-2015-5155,Home & Furniture,Beds, $78.0 ,2,0.04, $39.0 , $3.9 
HF-2015-5156,Home & Furniture,Dinning Tables, $119.0 ,4,0.03, $24.7 , $2.5 
HF-2015-5157,Home & Furniture,Shoe Rack, $124.0 ,3,0.01, $40.3 , $4.0 
HF-2015-5158,Home & Furniture,Umbrellas, $70.0 ,3,0.04, $23.3 , $2.3 
HF-2015-5159,Home & Furniture,Dinner Crockery, $133.0 ,4,0.05, $26.4 , $2.6 
HF-2015-5160,Home & Furniture,Sofa Covers, $216.0 ,3,0.05, $103.6 , $10.4 
HF-2015-5161,Home & Furniture,Bed Sheets, $211.0 ,1,0.03, $124.7 , $12.5 
HF-2015-5162,Home & Furniture,Curtains, $34.0 ,5,0.04, $6.8 , $0.7 
HF-2015-5163,Home & Furniture,Towels, $228.0 ,1,0.02, $143.4 , $14.3 
HF-2015-5164,Home & Furniture,Sofas, $67.0 ,3,0.05, $22.3 , $2.2 
HF-2015-5165,Home & Furniture,Beds, $78.0 ,5,0.05, $15.6 , $1.6 
HF-2015-5166,Home & Furniture,Dinning Tables, $119.0 ,2,0.05, $27.1 , $2.7 
HF-2015-5167,Home & Furniture,Shoe Rack, $124.0 ,1,0.05, $37.8 , $3.8 
HF-2015-5168,Home & Furniture,Umbrellas, $70.0 ,3,0.01, $23.3 , $2.3 
HF-2015-5169,Home & Furniture,Dinner Crockery, $133.0 ,3,0.01, $49.0 , $4.9 
HF-2015-5170,Home & Furniture,Sofa Covers, $216.0 ,3,0.05, $103.6 , $10.4 
HF-2015-5171,Home & Furniture,Bed Sheets, $211.0 ,1,0.03, $124.7 , $12.5 
HF-2015-5172,Home & Furniture,Curtains, $34.0 ,4,0.04, $8.5 , $0.9 
HF-2015-5173,Home & Furniture,Towels, $228.0 ,1,0.04, $138.9 , $13.9 
HF-2015-5174,Home & Furniture,Sofas, $67.0 ,1,0.04, $67.0 , $6.7 
HF-2015-5175,Home & Furniture,Beds, $78.0 ,4,0.03, $19.5 , $2.0 
HF-2015-5176,Home & Furniture,Dinning Tables, $119.0 ,3,0.04, $24.7 , $2.5 
HF-2015-5177,Home & Furniture,Shoe Rack, $124.0 ,4,0.05, $19.2 , $1.9 
HF-2015-5178,Home & Furniture,Umbrellas, $70.0 ,5,0.02, $14.0 , $1.4 
HF-2015-5179,Home & Furniture,Dinner Crockery, $133.0 ,2,0.05, $39.7 , $4.0 
HF-2015-5180,Home & Furniture,Sofa Covers, $216.0 ,2,0.01, $131.7 , $13.2 
HF-2015-5181,Home & Furniture,Bed Sheets, $211.0 ,5,0.03, $99.4 , $9.9 
HF-2015-5182,Home & Furniture,Curtains, $34.0 ,1,0.04, $34.0 , $3.4 
HF-2015-5183,Home & Furniture,Towels, $228.0 ,2,0.01, $143.4 , $14.3 
HF-2015-5184,Home & Furniture,Sofas, $67.0 ,2,0.04, $33.5 , $3.4 
HF-2015-5185,Home & Furniture,Beds, $78.0 ,1,0.02, $78.0 , $7.8 
HF-2015-5186,Home & Furniture,Dinning Tables, $119.0 ,2,0.03, $31.9 , $3.2 
HF-2015-5187,Home & Furniture,Shoe Rack, $124.0 ,4,0.01, $39.0 , $3.9 
HF-2015-5188,Home & Furniture,Umbrellas, $70.0 ,2,0.01, $35.0 , $3.5 
HF-2015-5189,Home & Furniture,Dinner Crockery, $133.0 ,4,0.01, $47.7 , $4.8 
HF-2015-5190,Home & Furniture,Sofa Covers, $216.0 ,5,0.03, $103.6 , $10.4 
HF-2015-5191,Home & Furniture,Bed Sheets, $211.0 ,3,0.01, $124.7 , $12.5 
HF-2015-5192,Home & Furniture,Curtains, $34.0 ,2,0.01, $17.0 , $1.7 
HF-2015-5193,Home & Furniture,Towels, $228.0 ,5,0.04, $102.4 , $10.2 
HF-2015-5194,Home & Furniture,Sofas, $67.0 ,5,0.05, $13.4 , $1.3 
HF-2015-5195,Home & Furniture,Beds, $78.0 ,1,0.02, $78.0 , $7.8 
HF-2015-5196,Home & Furniture,Dinning Tables, $119.0 ,3,0.02, $31.9 , $3.2 
HF-2015-5197,Home & Furniture,Shoe Rack, $124.0 ,5,0.03, $25.4 , $2.5 
HF-2015-5198,Home & Furniture,Umbrellas, $70.0 ,5,0.04, $14.0 , $1.4 
HF-2015-5199,Home & Furniture,Dinner Crockery, $133.0 ,2,0.03, $45.0 , $4.5 
HF-2015-5200,Home & Furniture,Sofa Covers, $216.0 ,2,0.03, $123.0 , $12.3 
HF-2015-5201,Home & Furniture,Bed Sheets, $211.0 ,3,0.03, $112.0 , $11.2 
HF-2015-5202,Home & Furniture,Curtains, $34.0 ,4,0.02, $8.5 , $0.9 
HF-2015-5203,Home & Furniture,Towels, $228.0 ,5,0.04, $102.4 , $10.2 
HF-2015-5204,Home & Furniture,Sofas, $67.0 ,1,0.03, $67.0 , $6.7 
HF-2015-5205,Home & Furniture,Beds, $78.0 ,1,0.04, $78.0 , $7.8 
HF-2015-5206,Home & Furniture,Dinning Tables, $119.0 ,5,0.05, $9.3 , $0.9 
HF-2015-5207,Home & Furniture,Shoe Rack, $124.0 ,1,0.05, $37.8 , $3.8 
HF-2015-5208,Home & Furniture,Umbrellas, $70.0 ,1,0.01, $70.0 , $7.0 
HF-2015-5209,Home & Furniture,Dinner Crockery, $133.0 ,2,0.02, $47.7 , $4.8 
HF-2015-5210,Home & Furniture,Sofa Covers, $216.0 ,4,0.03, $110.1 , $11.0 
HF-2015-5211,Home & Furniture,Bed Sheets, $211.0 ,4,0.01, $122.6 , $12.3 
HF-2015-5212,Home & Furniture,Curtains, $34.0 ,2,0.04, $17.0 , $1.7 
HF-2015-5213,Home & Furniture,Towels, $228.0 ,1,0.02, $143.4 , $14.3 
HF-2015-5214,Home & Furniture,Sofas, $67.0 ,2,0.04, $33.5 , $3.4 
HF-2015-5215,Home & Furniture,Beds, $78.0 ,1,0.03, $78.0 , $7.8 
HF-2015-5216,Home & Furniture,Dinning Tables, $119.0 ,3,0.05, $21.2 , $2.1 
HF-2015-5217,Home & Furniture,Shoe Rack, $124.0 ,4,0.03, $29.1 , $2.9 
HF-2015-5218,Home & Furniture,Umbrellas, $70.0 ,3,0.05, $23.3 , $2.3 
HF-2015-5219,Home & Furniture,Dinner Crockery, $133.0 ,5,0.03, $33.1 , $3.3 
HF-2015-5220,Home & Furniture,Sofa Covers, $216.0 ,1,0.04, $127.4 , $12.7 
HF-2015-5221,Home & Furniture,Bed Sheets, $211.0 ,2,0.04, $114.1 , $11.4 
HF-2015-5222,Home & Furniture,Curtains, $34.0 ,1,0.05, $34.0 , $3.4 
HF-2015-5223,Home & Furniture,Towels, $228.0 ,2,0.03, $134.3 , $13.4 
